Waf: Entering directory `/media/DATI/tortelli/Simulazioni_BF_SpecialIssue/ndnSIM_Routing_NewBf/ns-3/build'
Waf: Leaving directory `/media/DATI/tortelli/Simulazioni_BF_SpecialIssue/ndnSIM_Routing_NewBf/ns-3/build'
'build' finished successfully (0.575s)
The total number of nodes is:	22
CHOSEN REPOSITORY:	17
CHOSEN REPOSITORY:	12
The number of consumer is:	20
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
NODE:	3	 APP-LAYER RECEIVED DATA:	/610	2002447
NODE:	8	 APP-LAYER RECEIVED DATA:	/4375	2002496
NODE:	16	 APP-LAYER RECEIVED DATA:	/200	2004047
NODE:	15	 APP-LAYER RECEIVED DATA:	/174	2004607
NODE:	1	 APP-LAYER RECEIVED DATA:	/1	2006054
NODE:	21	 APP-LAYER RECEIVED DATA:	/330	2007543
NODE:	14	 APP-LAYER RECEIVED DATA:	/1	2007854
NODE:	20	 APP-LAYER RECEIVED DATA:	/12	2008635
NODE:	18	 APP-LAYER RECEIVED DATA:	/60	2009543
NODE:	19	 APP-LAYER RECEIVED DATA:	/8140	2009682
NODE:	4	 APP-LAYER RECEIVED DATA:	/2	2013094
NODE:	7	 APP-LAYER RECEIVED DATA:	/348	2015143
NODE:	10	 APP-LAYER RECEIVED DATA:	/2	2015513
NODE:	9	 APP-LAYER RECEIVED DATA:	/2604	2015552
NODE:	11	 APP-LAYER RECEIVED DATA:	/6	2016149
NODE:	6	 APP-LAYER RECEIVED DATA:	/45	2017190
NODE:	2	 APP-LAYER RECEIVED DATA:	/7	2018100
NODE:	5	 APP-LAYER RECEIVED DATA:	/39	2018943
NODE:	13	 APP-LAYER RECEIVED DATA:	/2	2038047
NODE:	0	 APP-LAYER RECEIVED DATA:	/505	2054191
NODE:	10	 APP-LAYER RECEIVED DATA:	/21	93507917
NODE:	6	 APP-LAYER RECEIVED DATA:	/30	93893671
NODE:	0	 APP-LAYER RECEIVED DATA:	/1	96584634
NODE:	8	 APP-LAYER RECEIVED DATA:	/180	97183417
NODE:	14	 APP-LAYER RECEIVED DATA:	/1	97449762
NODE:	11	 APP-LAYER RECEIVED DATA:	/1	98098558
NODE:	16	 APP-LAYER RECEIVED DATA:	/4	98126486
NODE:	20	 APP-LAYER RECEIVED DATA:	/1	98926608
NODE:	3	 APP-LAYER RECEIVED DATA:	/1	99309645
NODE:	5	 APP-LAYER RECEIVED DATA:	/3	101140120
NODE:	1	 APP-LAYER RECEIVED DATA:	/598	101533046
NODE:	9	 APP-LAYER RECEIVED DATA:	/2	102458499
NODE:	4	 APP-LAYER RECEIVED DATA:	/4	103312059
NODE:	21	 APP-LAYER RECEIVED DATA:	/9	104429315
NODE:	13	 APP-LAYER RECEIVED DATA:	/7	105990601
NODE:	18	 APP-LAYER RECEIVED DATA:	/2	107083298
NODE:	15	 APP-LAYER RECEIVED DATA:	/3	107126016
NODE:	19	 APP-LAYER RECEIVED DATA:	/4	107494645
NODE:	2	 APP-LAYER RECEIVED DATA:	/8	107519981
NODE:	7	 APP-LAYER RECEIVED DATA:	/2	110581661
NODE:	0	 APP-LAYER RECEIVED DATA:	/48	187136944
NODE:	6	 APP-LAYER RECEIVED DATA:	/10	190436704
NODE:	20	 APP-LAYER RECEIVED DATA:	/103	193960667
NODE:	10	 APP-LAYER RECEIVED DATA:	/28	195038682
NODE:	16	 APP-LAYER RECEIVED DATA:	/49	197528933
NODE:	11	 APP-LAYER RECEIVED DATA:	/5	199001623
NODE:	3	 APP-LAYER RECEIVED DATA:	/2	199084595
NODE:	5	 APP-LAYER RECEIVED DATA:	/1	200920002
NODE:	8	 APP-LAYER RECEIVED DATA:	/2011	201244590
NODE:	1	 APP-LAYER RECEIVED DATA:	/45	201794065
NODE:	4	 APP-LAYER RECEIVED DATA:	/22	202454752
NODE:	7	 APP-LAYER RECEIVED DATA:	/244	204703318
NODE:	14	 APP-LAYER RECEIVED DATA:	/1	207441224
NODE:	9	 APP-LAYER RECEIVED DATA:	/1	208894153
NODE:	21	 APP-LAYER RECEIVED DATA:	/74	209164333
NODE:	19	 APP-LAYER RECEIVED DATA:	/208	209401295
NODE:	13	 APP-LAYER RECEIVED DATA:	/2	210914773
NODE:	18	 APP-LAYER RECEIVED DATA:	/4	213294985
NODE:	2	 APP-LAYER RECEIVED DATA:	/6	214239155
NODE:	15	 APP-LAYER RECEIVED DATA:	/4356	224428956
NODE:	16	 APP-LAYER RECEIVED DATA:	/6	287198890
NODE:	6	 APP-LAYER RECEIVED DATA:	/57	289894342
NODE:	0	 APP-LAYER RECEIVED DATA:	/1	290540675
NODE:	10	 APP-LAYER RECEIVED DATA:	/5	291147418
NODE:	20	 APP-LAYER RECEIVED DATA:	/1	293584944
NODE:	5	 APP-LAYER RECEIVED DATA:	/260	295561970
NODE:	1	 APP-LAYER RECEIVED DATA:	/464	297127019
