Waf: Entering directory `/media/DATI/tortelli/Simulazioni_BF_SpecialIssue/ndnSIM_Routing_NewBf/ns-3/build'
Waf: Leaving directory `/media/DATI/tortelli/Simulazioni_BF_SpecialIssue/ndnSIM_Routing_NewBf/ns-3/build'
'build' finished successfully (0.929s)
The total number of nodes is:	22
CHOSEN REPOSITORY:	3
CHOSEN REPOSITORY:	7
The number of consumer is:	20
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
NODE:	4	 APP-LAYER RECEIVED DATA:	/3489	2002048
NODE:	8	 APP-LAYER RECEIVED DATA:	/2297	2002048
NODE:	12	 APP-LAYER RECEIVED DATA:	/2	2002447
NODE:	9	 APP-LAYER RECEIVED DATA:	/26157	2003896
NODE:	6	 APP-LAYER RECEIVED DATA:	/16420	2005191
NODE:	10	 APP-LAYER RECEIVED DATA:	/86496	2005345
NODE:	11	 APP-LAYER RECEIVED DATA:	/1	2005989
NODE:	21	 APP-LAYER RECEIVED DATA:	/989	2006095
NODE:	20	 APP-LAYER RECEIVED DATA:	/17569	2006145
NODE:	15	 APP-LAYER RECEIVED DATA:	/11	2007095
NODE:	18	 APP-LAYER RECEIVED DATA:	/3292	2007099
NODE:	14	 APP-LAYER RECEIVED DATA:	/3	2007542
NODE:	19	 APP-LAYER RECEIVED DATA:	/1	2007889
NODE:	1	 APP-LAYER RECEIVED DATA:	/9	2007942
NODE:	5	 APP-LAYER RECEIVED DATA:	/21	2008095
NODE:	2	 APP-LAYER RECEIVED DATA:	/1	2010343
NODE:	17	 APP-LAYER RECEIVED DATA:	/9	2011988
NODE:	16	 APP-LAYER RECEIVED DATA:	/729	2018593
NODE:	13	 APP-LAYER RECEIVED DATA:	/2	2038047
NODE:	0	 APP-LAYER RECEIVED DATA:	/52901	2049145
NODE:	13	 APP-LAYER RECEIVED DATA:	/6	93104171
NODE:	5	 APP-LAYER RECEIVED DATA:	/2379	95026193
NODE:	12	 APP-LAYER RECEIVED DATA:	/1	98198303
NODE:	9	 APP-LAYER RECEIVED DATA:	/8	98696794
NODE:	15	 APP-LAYER RECEIVED DATA:	/1	98698961
NODE:	11	 APP-LAYER RECEIVED DATA:	/1	98713698
NODE:	21	 APP-LAYER RECEIVED DATA:	/130	99222769
NODE:	14	 APP-LAYER RECEIVED DATA:	/3459	99675757
NODE:	17	 APP-LAYER RECEIVED DATA:	/5	100245497
NODE:	0	 APP-LAYER RECEIVED DATA:	/1107	101907259
NODE:	16	 APP-LAYER RECEIVED DATA:	/13	102199182
NODE:	4	 APP-LAYER RECEIVED DATA:	/25	102475816
NODE:	18	 APP-LAYER RECEIVED DATA:	/326	102802219
NODE:	6	 APP-LAYER RECEIVED DATA:	/1	105178808
NODE:	20	 APP-LAYER RECEIVED DATA:	/2	105676976
NODE:	19	 APP-LAYER RECEIVED DATA:	/1	106718480
NODE:	8	 APP-LAYER RECEIVED DATA:	/2	107809301
NODE:	10	 APP-LAYER RECEIVED DATA:	/1	108842999
NODE:	2	 APP-LAYER RECEIVED DATA:	/903	108984574
NODE:	1	 APP-LAYER RECEIVED DATA:	/8392	108987440
NODE:	9	 APP-LAYER RECEIVED DATA:	/23	192177987
NODE:	21	 APP-LAYER RECEIVED DATA:	/4	193915175
NODE:	11	 APP-LAYER RECEIVED DATA:	/11669	196191009
NODE:	18	 APP-LAYER RECEIVED DATA:	/5	196766783
NODE:	14	 APP-LAYER RECEIVED DATA:	/1	199361898
NODE:	5	 APP-LAYER RECEIVED DATA:	/4	199628473
NODE:	6	 APP-LAYER RECEIVED DATA:	/3	200275919
NODE:	15	 APP-LAYER RECEIVED DATA:	/1626	200325546
NODE:	0	 APP-LAYER RECEIVED DATA:	/1079	201571860
NODE:	13	 APP-LAYER RECEIVED DATA:	/205	202662582
NODE:	4	 APP-LAYER RECEIVED DATA:	/232	202735730
NODE:	12	 APP-LAYER RECEIVED DATA:	/5	204968115
NODE:	16	 APP-LAYER RECEIVED DATA:	/79	205639189
NODE:	20	 APP-LAYER RECEIVED DATA:	/5	205794776
NODE:	2	 APP-LAYER RECEIVED DATA:	/3	206585191
NODE:	8	 APP-LAYER RECEIVED DATA:	/1	207948486
NODE:	10	 APP-LAYER RECEIVED DATA:	/52	209522670
NODE:	17	 APP-LAYER RECEIVED DATA:	/4	211410256
NODE:	19	 APP-LAYER RECEIVED DATA:	/1	211797248
NODE:	1	 APP-LAYER RECEIVED DATA:	/4523	213514232
NODE:	9	 APP-LAYER RECEIVED DATA:	/11	286042118
NODE:	21	 APP-LAYER RECEIVED DATA:	/9	289005189
NODE:	14	 APP-LAYER RECEIVED DATA:	/141	295158978
NODE:	11	 APP-LAYER RECEIVED DATA:	/85	295764250
NODE:	15	 APP-LAYER RECEIVED DATA:	/615	296664151
NODE:	2	 APP-LAYER RECEIVED DATA:	/23	299526061
NODE:	5	 APP-LAYER RECEIVED DATA:	/2	302343752
NODE:	6	 APP-LAYER RECEIVED DATA:	/90518	304280813
NODE:	13	 APP-LAYER RECEIVED DATA:	/1	304693715
NODE:	4	 APP-LAYER RECEIVED DATA:	/3	305231881
NODE:	18	 APP-LAYER RECEIVED DATA:	/3	305250125
NODE:	12	 APP-LAYER RECEIVED DATA:	/6718	305957768
NODE:	10	 APP-LAYER RECEIVED DATA:	/83920	306563219
NODE:	8	 APP-LAYER RECEIVED DATA:	/1	308830082
NODE:	1	 APP-LAYER RECEIVED DATA:	/6	308899216
NODE:	20	 APP-LAYER RECEIVED DATA:	/3	308910430
NODE:	0	 APP-LAYER RECEIVED DATA:	/33	310414856
NODE:	17	 APP-LAYER RECEIVED DATA:	/3	314386490
NODE:	16	 APP-LAYER RECEIVED DATA:	/697	314472069
NODE:	19	 APP-LAYER RECEIVED DATA:	/1136	324230427
NODE:	9	 APP-LAYER RECEIVED DATA:	/37	383618003
NODE:	14	 APP-LAYER RECEIVED DATA:	/1	384294353
NODE:	2	 APP-LAYER RECEIVED DATA:	/1	394007346
NODE:	6	 APP-LAYER RECEIVED DATA:	/4	395505724
NODE:	11	 APP-LAYER RECEIVED DATA:	/1	395708721
NODE:	4	 APP-LAYER RECEIVED DATA:	/1	399865530
NODE:	0	 APP-LAYER RECEIVED DATA:	/1	400487739
NODE:	5	 APP-LAYER RECEIVED DATA:	/7	400651341
NODE:	18	 APP-LAYER RECEIVED DATA:	/7	403081534
NODE:	1	 APP-LAYER RECEIVED DATA:	/149	403353640
NODE:	13	 APP-LAYER RECEIVED DATA:	/413	403904869
NODE:	20	 APP-LAYER RECEIVED DATA:	/5	404827539
NODE:	15	 APP-LAYER RECEIVED DATA:	/3	405671027
NODE:	21	 APP-LAYER RECEIVED DATA:	/4	406076068
NODE:	8	 APP-LAYER RECEIVED DATA:	/7	407287367
NODE:	17	 APP-LAYER RECEIVED DATA:	/3	410143743
NODE:	16	 APP-LAYER RECEIVED DATA:	/8133	412285957
NODE:	12	 APP-LAYER RECEIVED DATA:	/25662	413998512
NODE:	10	 APP-LAYER RECEIVED DATA:	/16	414498042
NODE:	19	 APP-LAYER RECEIVED DATA:	/2	428071860
NODE:	14	 APP-LAYER RECEIVED DATA:	/66	481521398
NODE:	9	 APP-LAYER RECEIVED DATA:	/1	483925349
NODE:	11	 APP-LAYER RECEIVED DATA:	/4	490531358
NODE:	2	 APP-LAYER RECEIVED DATA:	/4	491085877
NODE:	1	 APP-LAYER RECEIVED DATA:	/1	492960088
NODE:	6	 APP-LAYER RECEIVED DATA:	/1	494055542
NODE:	4	 APP-LAYER RECEIVED DATA:	/1	495181081
