Waf: Entering directory `/media/DATI/tortelli/Simulazioni_BF_SpecialIssue/ndnSIM_Routing_NewBf/ns-3/build'
Waf: Leaving directory `/media/DATI/tortelli/Simulazioni_BF_SpecialIssue/ndnSIM_Routing_NewBf/ns-3/build'
'build' finished successfully (0.574s)
The total number of nodes is:	22
CHOSEN REPOSITORY:	10
CHOSEN REPOSITORY:	3
The number of consumer is:	20
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
Il Valore di Alpha è:12
NODE:	11	 APP-LAYER RECEIVED DATA:	/456	2000847
NODE:	4	 APP-LAYER RECEIVED DATA:	/1	2001047
NODE:	12	 APP-LAYER RECEIVED DATA:	/1	2002447
NODE:	8	 APP-LAYER RECEIVED DATA:	/4	2003094
NODE:	9	 APP-LAYER RECEIVED DATA:	/1	2003193
NODE:	6	 APP-LAYER RECEIVED DATA:	/1	2004094
NODE:	1	 APP-LAYER RECEIVED DATA:	/423	2004847
NODE:	7	 APP-LAYER RECEIVED DATA:	/3222	2005144
NODE:	20	 APP-LAYER RECEIVED DATA:	/10825	2006145
NODE:	14	 APP-LAYER RECEIVED DATA:	/1	2006494
NODE:	15	 APP-LAYER RECEIVED DATA:	/7	2007502
NODE:	2	 APP-LAYER RECEIVED DATA:	/1	2010047
NODE:	21	 APP-LAYER RECEIVED DATA:	/2	2010437
NODE:	17	 APP-LAYER RECEIVED DATA:	/1	2010594
NODE:	5	 APP-LAYER RECEIVED DATA:	/2	2010891
NODE:	18	 APP-LAYER RECEIVED DATA:	/10	2012438
NODE:	19	 APP-LAYER RECEIVED DATA:	/35	2012576
NODE:	16	 APP-LAYER RECEIVED DATA:	/7	2014339
NODE:	13	 APP-LAYER RECEIVED DATA:	/73	2048943
NODE:	0	 APP-LAYER RECEIVED DATA:	/1534	2049144
NODE:	4	 APP-LAYER RECEIVED DATA:	/10559	88353471
NODE:	14	 APP-LAYER RECEIVED DATA:	/152	94349453
NODE:	13	 APP-LAYER RECEIVED DATA:	/1	96089462
NODE:	20	 APP-LAYER RECEIVED DATA:	/27	96427754
NODE:	12	 APP-LAYER RECEIVED DATA:	/1	96666007
NODE:	16	 APP-LAYER RECEIVED DATA:	/42856	97204902
NODE:	2	 APP-LAYER RECEIVED DATA:	/10	97811783
NODE:	7	 APP-LAYER RECEIVED DATA:	/40	98141956
NODE:	9	 APP-LAYER RECEIVED DATA:	/37	99899126
NODE:	1	 APP-LAYER RECEIVED DATA:	/1	100542036
NODE:	18	 APP-LAYER RECEIVED DATA:	/1	100975836
NODE:	11	 APP-LAYER RECEIVED DATA:	/3	101342983
NODE:	5	 APP-LAYER RECEIVED DATA:	/1	102502742
NODE:	15	 APP-LAYER RECEIVED DATA:	/59	105350079
NODE:	21	 APP-LAYER RECEIVED DATA:	/1	105350159
NODE:	17	 APP-LAYER RECEIVED DATA:	/4	106148656
NODE:	8	 APP-LAYER RECEIVED DATA:	/34	106948802
NODE:	0	 APP-LAYER RECEIVED DATA:	/1	107220578
NODE:	19	 APP-LAYER RECEIVED DATA:	/1	108347444
NODE:	6	 APP-LAYER RECEIVED DATA:	/1	110607881
NODE:	7	 APP-LAYER RECEIVED DATA:	/2	186915716
NODE:	2	 APP-LAYER RECEIVED DATA:	/3746	191474589
NODE:	20	 APP-LAYER RECEIVED DATA:	/173	192355607
NODE:	4	 APP-LAYER RECEIVED DATA:	/10483	196212245
NODE:	14	 APP-LAYER RECEIVED DATA:	/3	196449289
NODE:	13	 APP-LAYER RECEIVED DATA:	/1	197916021
NODE:	11	 APP-LAYER RECEIVED DATA:	/48	198987714
NODE:	15	 APP-LAYER RECEIVED DATA:	/6	199329567
NODE:	1	 APP-LAYER RECEIVED DATA:	/5	199813068
NODE:	21	 APP-LAYER RECEIVED DATA:	/2	201001017
NODE:	12	 APP-LAYER RECEIVED DATA:	/157	201034256
NODE:	16	 APP-LAYER RECEIVED DATA:	/1	201701531
NODE:	18	 APP-LAYER RECEIVED DATA:	/24	202148108
NODE:	8	 APP-LAYER RECEIVED DATA:	/2	204189523
NODE:	6	 APP-LAYER RECEIVED DATA:	/29009	205822786
NODE:	0	 APP-LAYER RECEIVED DATA:	/3	206296325
NODE:	5	 APP-LAYER RECEIVED DATA:	/8	207424678
NODE:	9	 APP-LAYER RECEIVED DATA:	/94	208221095
NODE:	19	 APP-LAYER RECEIVED DATA:	/22	209675681
NODE:	17	 APP-LAYER RECEIVED DATA:	/9	213199690
NODE:	20	 APP-LAYER RECEIVED DATA:	/3	289011398
NODE:	21	 APP-LAYER RECEIVED DATA:	/22	289673387
NODE:	11	 APP-LAYER RECEIVED DATA:	/80895	290074416
NODE:	8	 APP-LAYER RECEIVED DATA:	/363	293751805
NODE:	2	 APP-LAYER RECEIVED DATA:	/2	294227817
NODE:	7	 APP-LAYER RECEIVED DATA:	/12	294561672
NODE:	12	 APP-LAYER RECEIVED DATA:	/24	296608045
NODE:	14	 APP-LAYER RECEIVED DATA:	/8	298627737
NODE:	1	 APP-LAYER RECEIVED DATA:	/1	299213124
NODE:	4	 APP-LAYER RECEIVED DATA:	/7	300839547
NODE:	13	 APP-LAYER RECEIVED DATA:	/108	301233875
NODE:	15	 APP-LAYER RECEIVED DATA:	/3	301745621
NODE:	0	 APP-LAYER RECEIVED DATA:	/1	304711592
NODE:	18	 APP-LAYER RECEIVED DATA:	/1332	304999083
NODE:	5	 APP-LAYER RECEIVED DATA:	/8	307781741
NODE:	19	 APP-LAYER RECEIVED DATA:	/3	308221274
NODE:	9	 APP-LAYER RECEIVED DATA:	/116	308384751
NODE:	16	 APP-LAYER RECEIVED DATA:	/4	308619534
NODE:	6	 APP-LAYER RECEIVED DATA:	/2	313704076
NODE:	17	 APP-LAYER RECEIVED DATA:	/16	317048433
NODE:	8	 APP-LAYER RECEIVED DATA:	/59	379763509
NODE:	21	 APP-LAYER RECEIVED DATA:	/6	388241206
NODE:	2	 APP-LAYER RECEIVED DATA:	/2	389891749
